Code,Description,ChapterID,SectionID
T38.7X3,"Poisoning by androgens and anabolic congeners, assault",19,T36-T50
T38.7X4,"Poisoning by androgens and anabolic congeners, undetermined",19,T36-T50
T38.7X5,Adverse effect of androgens and anabolic congeners,19,T36-T50
T38.7X6,Underdosing of androgens and anabolic congeners,19,T36-T50
T38.8,"Poisoning by, adverse effect of and underdosing of other and unspecified hormones and synthetic substitutes",19,T36-T50
T38.80,"Poisoning by, adverse effect of and underdosing of unspecified hormones and synthetic substitutes",19,T36-T50
T38.801,"Poisoning by unspecified hormones and synthetic substitutes, accidental (unintentional)",19,T36-T50
T38.802,"Poisoning by unspecified hormones and synthetic substitutes, intentional self-harm",19,T36-T50
T38.803,"Poisoning by unspecified hormones and synthetic substitutes, assault",19,T36-T50
T38.804,"Poisoning by unspecified hormones and synthetic substitutes, undetermined",19,T36-T50
T38.805,Adverse effect of unspecified hormones and synthetic substitutes,19,T36-T50
T38.806,Underdosing of unspecified hormones and synthetic substitutes,19,T36-T50
T38.81,"Poisoning by, adverse effect of and underdosing of anterior pituitary [adenohypophyseal] hormones",19,T36-T50
T38.811,"Poisoning by anterior pituitary [adenohypophyseal] hormones, accidental (unintentional)",19,T36-T50
T38.812,"Poisoning by anterior pituitary [adenohypophyseal] hormones, intentional self-harm",19,T36-T50
T38.813,"Poisoning by anterior pituitary [adenohypophyseal] hormones, assault",19,T36-T50
T38.814,"Poisoning by anterior pituitary [adenohypophyseal] hormones, undetermined",19,T36-T50
T38.815,Adverse effect of anterior pituitary [adenohypophyseal] hormones,19,T36-T50
T38.816,Underdosing of anterior pituitary [adenohypophyseal] hormones,19,T36-T50
T38.89,"Poisoning by, adverse effect of and underdosing of other hormones and synthetic substitutes",19,T36-T50
T38.891,"Poisoning by other hormones and synthetic substitutes, accidental (unintentional)",19,T36-T50
T38.892,"Poisoning by other hormones and synthetic substitutes, intentional self-harm",19,T36-T50
T38.893,"Poisoning by other hormones and synthetic substitutes, assault",19,T36-T50
T38.894,"Poisoning by other hormones and synthetic substitutes, undetermined",19,T36-T50
T38.895,Adverse effect of other hormones and synthetic substitutes,19,T36-T50
T38.896,Underdosing of other hormones and synthetic substitutes,19,T36-T50
T38.9,"Poisoning by, adverse effect of and underdosing of other and unspecified hormone antagonists",19,T36-T50
T38.90,"Poisoning by, adverse effect of and underdosing of unspecified hormone antagonists",19,T36-T50
T38.901,"Poisoning by unspecified hormone antagonists, accidental (unintentional)",19,T36-T50
T38.902,"Poisoning by unspecified hormone antagonists, intentional self-harm",19,T36-T50
T38.903,"Poisoning by unspecified hormone antagonists, assault",19,T36-T50
T38.904,"Poisoning by unspecified hormone antagonists, undetermined",19,T36-T50
T38.905,Adverse effect of unspecified hormone antagonists,19,T36-T50
T38.906,Underdosing of unspecified hormone antagonists,19,T36-T50
T38.99,"Poisoning by, adverse effect of and underdosing of other hormone antagonists",19,T36-T50
T38.991,"Poisoning by other hormone antagonists, accidental (unintentional)",19,T36-T50
T38.992,"Poisoning by other hormone antagonists, intentional self-harm",19,T36-T50
T38.993,"Poisoning by other hormone antagonists, assault",19,T36-T50
T38.994,"Poisoning by other hormone antagonists, undetermined",19,T36-T50
T38.995,Adverse effect of other hormone antagonists,19,T36-T50
T38.996,Underdosing of other hormone antagonists,19,T36-T50
T39,"Poisoning by, adverse effect of and underdosing of nonopioid analgesics, antipyretics and antirheumatics",19,T36-T50
T39.0,"Poisoning by, adverse effect of and underdosing of salicylates",19,T36-T50
T39.01,"Poisoning by, adverse effect of and underdosing of aspirin",19,T36-T50
T39.011,"Poisoning by aspirin, accidental (unintentional)",19,T36-T50
T39.012,"Poisoning by aspirin, intentional self-harm",19,T36-T50
T39.013,"Poisoning by aspirin, assault",19,T36-T50
T39.014,"Poisoning by aspirin, undetermined",19,T36-T50
T39.015,Adverse effect of aspirin,19,T36-T50
T39.016,Underdosing of aspirin,19,T36-T50
T39.09,"Poisoning by, adverse effect of and underdosing of other salicylates",19,T36-T50
T39.091,"Poisoning by salicylates, accidental (unintentional)",19,T36-T50
T39.092,"Poisoning by salicylates, intentional self-harm",19,T36-T50
T39.093,"Poisoning by salicylates, assault",19,T36-T50
T39.094,"Poisoning by salicylates, undetermined",19,T36-T50
T39.095,Adverse effect of salicylates,19,T36-T50
T39.096,Underdosing of salicylates,19,T36-T50
T39.1,"Poisoning by, adverse effect of and underdosing of 4-Aminophenol derivatives",19,T36-T50
T39.1X,"Poisoning by, adverse effect of and underdosing of 4-Aminophenol derivatives",19,T36-T50
T39.1X1,"Poisoning by 4-Aminophenol derivatives, accidental (unintentional)",19,T36-T50
T39.1X2,"Poisoning by 4-Aminophenol derivatives, intentional self-harm",19,T36-T50
T39.1X3,"Poisoning by 4-Aminophenol derivatives, assault",19,T36-T50
T39.1X4,"Poisoning by 4-Aminophenol derivatives, undetermined",19,T36-T50
T39.1X5,Adverse effect of 4-Aminophenol derivatives,19,T36-T50
T39.1X6,Underdosing of 4-Aminophenol derivatives,19,T36-T50
T39.2,"Poisoning by, adverse effect of and underdosing of pyrazolone derivatives",19,T36-T50
T39.2X,"Poisoning by, adverse effect of and underdosing of pyrazolone derivatives",19,T36-T50
T39.2X1,"Poisoning by pyrazolone derivatives, accidental (unintentional)",19,T36-T50
T39.2X2,"Poisoning by pyrazolone derivatives, intentional self-harm",19,T36-T50
T39.2X3,"Poisoning by pyrazolone derivatives, assault",19,T36-T50
T39.2X4,"Poisoning by pyrazolone derivatives, undetermined",19,T36-T50
T39.2X5,Adverse effect of pyrazolone derivatives,19,T36-T50
T39.2X6,Underdosing of pyrazolone derivatives,19,T36-T50
T39.3,"Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]",19,T36-T50
T39.31,"Poisoning by, adverse effect of and underdosing of propionic acid derivatives",19,T36-T50
T39.311,"Poisoning by propionic acid derivatives, accidental (unintentional)",19,T36-T50
T39.312,"Poisoning by propionic acid derivatives, intentional self-harm",19,T36-T50
T39.313,"Poisoning by propionic acid derivatives, assault",19,T36-T50
T39.314,"Poisoning by propionic acid derivatives, undetermined",19,T36-T50
T39.315,Adverse effect of propionic acid derivatives,19,T36-T50
T39.316,Underdosing of propionic acid derivatives,19,T36-T50
T39.39,"Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]",19,T36-T50
T39.391,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], accidental (unintentional)",19,T36-T50
T39.392,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm",19,T36-T50
T39.393,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], assault",19,T36-T50
T39.394,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], undetermined",19,T36-T50
T39.395,Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID],19,T36-T50
T39.396,Underdosing of other nonsteroidal anti-inflammatory drugs [NSAID],19,T36-T50
T39.4,"Poisoning by, adverse effect of and underdosing of antirheumatics, not elsewhere classified",19,T36-T50
T39.4X,"Poisoning by, adverse effect of and underdosing of antirheumatics, not elsewhere classified",19,T36-T50
T39.4X1,"Poisoning by antirheumatics, not elsewhere classified, accidental (unintentional)",19,T36-T50
T39.4X2,"Poisoning by antirheumatics, not elsewhere classified, intentional self-harm",19,T36-T50
T39.4X3,"Poisoning by antirheumatics, not elsewhere classified, assault",19,T36-T50
T39.4X4,"Poisoning by antirheumatics, not elsewhere classified, undetermined",19,T36-T50
T39.4X5,"Adverse effect of antirheumatics, not elsewhere classified",19,T36-T50
T39.4X6,"Underdosing of antirheumatics, not elsewhere classified",19,T36-T50
T39.8,"Poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified",19,T36-T50
T39.8X,"Poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified",19,T36-T50
T39.8X1,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, accidental (unintentional)",19,T36-T50
T39.8X2,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, intentional self-harm",19,T36-T50
T39.8X3,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, assault",19,T36-T50
T39.8X4,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, undetermined",19,T36-T50
T39.8X5,"Adverse effect of other nonopioid analgesics and antipyretics, not elsewhere classified",19,T36-T50
T39.8X6,"Underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified",19,T36-T50
T39.9,"Poisoning by, adverse effect of and underdosing of unspecified nonopioid analgesic, antipyretic and antirheumatic",19,T36-T50
T39.91,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, accidental (unintentional)",19,T36-T50
T39.92,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, intentional self-harm",19,T36-T50
T39.93,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, assault",19,T36-T50
T39.94,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, undetermined",19,T36-T50
T39.95,"Adverse effect of unspecified nonopioid analgesic, antipyretic and antirheumatic",19,T36-T50
T39.96,"Underdosing of unspecified nonopioid analgesic, antipyretic and antirheumatic",19,T36-T50
T40,"Poisoning by, adverse effect of and underdosing of narcotics and psychodysleptics [hallucinogens]",19,T36-T50
T40.0,"Poisoning by, adverse effect of and underdosing of opium",19,T36-T50
T40.0X,"Poisoning by, adverse effect of and underdosing of opium",19,T36-T50
T40.0X1,"Poisoning by opium, accidental (unintentional)",19,T36-T50
T40.0X2,"Poisoning by opium, intentional self-harm",19,T36-T50
T40.0X3,"Poisoning by opium, assault",19,T36-T50
T40.0X4,"Poisoning by opium, undetermined",19,T36-T50
T40.0X5,Adverse effect of opium,19,T36-T50
T40.0X6,Underdosing of opium,19,T36-T50
T40.1,Poisoning by and adverse effect of heroin,19,T36-T50
T40.1X,Poisoning by and adverse effect of heroin,19,T36-T50
T40.1X1,"Poisoning by heroin, accidental (unintentional)",19,T36-T50
T40.1X2,"Poisoning by heroin, intentional self-harm",19,T36-T50
T40.1X3,"Poisoning by heroin, assault",19,T36-T50
T40.1X4,"Poisoning by heroin, undetermined",19,T36-T50
T40.2,"Poisoning by, adverse effect of and underdosing of other opioids",19,T36-T50
T40.2X,"Poisoning by, adverse effect of and underdosing of other opioids",19,T36-T50
T40.2X1,"Poisoning by other opioids, accidental (unintentional)",19,T36-T50
T40.2X2,"Poisoning by other opioids, intentional self-harm",19,T36-T50
T40.2X3,"Poisoning by other opioids, assault",19,T36-T50
T40.2X4,"Poisoning by other opioids, undetermined",19,T36-T50
T40.2X5,Adverse effect of other opioids,19,T36-T50
T40.2X6,Underdosing of other opioids,19,T36-T50
T40.3,"Poisoning by, adverse effect of and underdosing of methadone",19,T36-T50
T40.3X,"Poisoning by, adverse effect of and underdosing of methadone",19,T36-T50
T40.3X1,"Poisoning by methadone, accidental (unintentional)",19,T36-T50
T40.3X2,"Poisoning by methadone, intentional self-harm",19,T36-T50
T40.3X3,"Poisoning by methadone, assault",19,T36-T50
T40.3X4,"Poisoning by methadone, undetermined",19,T36-T50
T40.3X5,Adverse effect of methadone,19,T36-T50
T40.3X6,Underdosing of methadone,19,T36-T50
T40.4,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics",19,T36-T50
T40.41,"Poisoning by, adverse effect of and underdosing of fentanyl or fentanyl analogs",19,T36-T50
T40.411,"Poisoning by fentanyl or fentanyl analogs, accidental (unintentional)",19,T36-T50
T40.412,"Poisoning by fentanyl or fentanyl analogs, intentional self-harm",19,T36-T50
T40.413,"Poisoning by fentanyl or fentanyl analogs, assault",19,T36-T50
T40.414,"Poisoning by fentanyl or fentanyl analogs, undetermined",19,T36-T50
T40.415,Adverse effect of fentanyl or fentanyl analogs,19,T36-T50
T40.416,Underdosing of fentanyl or fentanyl analogs,19,T36-T50
T40.42,"Poisoning by, adverse effect of and underdosing of tramadol",19,T36-T50
T40.421,"Poisoning by tramadol, accidental (unintentional)",19,T36-T50
T40.422,"Poisoning by tramadol, intentional self-harm",19,T36-T50
T40.423,"Poisoning by tramadol, assault",19,T36-T50
T40.424,"Poisoning by tramadol, undetermined",19,T36-T50
T40.425,Adverse effect of tramadol,19,T36-T50
T40.426,Underdosing of tramadol,19,T36-T50
T40.49,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics",19,T36-T50
T40.491,"Poisoning by other synthetic narcotics, accidental (unintentional)",19,T36-T50
T40.492,"Poisoning by other synthetic narcotics, intentional self-harm",19,T36-T50
T40.493,"Poisoning by other synthetic narcotics, assault",19,T36-T50
T40.494,"Poisoning by other synthetic narcotics, undetermined",19,T36-T50
T40.495,Adverse effect of other synthetic narcotics,19,T36-T50
T40.496,Underdosing of other synthetic narcotics,19,T36-T50
T40.5,"Poisoning by, adverse effect of and underdosing of cocaine",19,T36-T50
T40.5X,"Poisoning by, adverse effect of and underdosing of cocaine",19,T36-T50
T40.5X1,"Poisoning by cocaine, accidental (unintentional)",19,T36-T50
T40.5X2,"Poisoning by cocaine, intentional self-harm",19,T36-T50
T40.5X3,"Poisoning by cocaine, assault",19,T36-T50
T40.5X4,"Poisoning by cocaine, undetermined",19,T36-T50
T40.5X5,Adverse effect of cocaine,19,T36-T50
T40.5X6,Underdosing of cocaine,19,T36-T50
T40.6,"Poisoning by, adverse effect of and underdosing of other and unspecified narcotics",19,T36-T50
T40.60,"Poisoning by, adverse effect of and underdosing of unspecified narcotics",19,T36-T50
T40.601,"Poisoning by unspecified narcotics, accidental (unintentional)",19,T36-T50
T40.602,"Poisoning by unspecified narcotics, intentional self-harm",19,T36-T50
T40.603,"Poisoning by unspecified narcotics, assault",19,T36-T50
T40.604,"Poisoning by unspecified narcotics, undetermined",19,T36-T50
T40.605,Adverse effect of unspecified narcotics,19,T36-T50
T40.606,Underdosing of unspecified narcotics,19,T36-T50
T40.69,"Poisoning by, adverse effect of and underdosing of other narcotics",19,T36-T50
T40.691,"Poisoning by other narcotics, accidental (unintentional)",19,T36-T50
T40.692,"Poisoning by other narcotics, intentional self-harm",19,T36-T50
T40.693,"Poisoning by other narcotics, assault",19,T36-T50
T40.694,"Poisoning by other narcotics, undetermined",19,T36-T50
T40.695,Adverse effect of other narcotics,19,T36-T50
T40.696,Underdosing of other narcotics,19,T36-T50
T40.7,"Poisoning by, adverse effect of and underdosing of cannabis (derivatives)",19,T36-T50
T40.71,"Poisoning by, adverse effect of and underdosing of cannabis (derivatives)",19,T36-T50
T40.711,"Poisoning by cannabis, accidental (unintentional)",19,T36-T50
T40.712,"Poisoning by cannabis, intentional self-harm",19,T36-T50
T40.713,"Poisoning by cannabis, assault",19,T36-T50
T40.714,"Poisoning by cannabis, undetermined",19,T36-T50
T40.715,Adverse effect of cannabis,19,T36-T50
T40.716,Underdosing of cannabis,19,T36-T50
T40.72,"Poisoning by, adverse effect of and underdosing of synthetic cannabinoids",19,T36-T50
T40.721,"Poisoning by synthetic cannabinoids, accidental (unintentional)",19,T36-T50
T40.722,"Poisoning by synthetic cannabinoids, intentional self-harm",19,T36-T50
T40.723,"Poisoning by synthetic cannabinoids, assault",19,T36-T50
T40.724,"Poisoning by synthetic cannabinoids, undetermined",19,T36-T50
